id,name,register_date,followed_by,followers_count,link
1365809270034477069,Citrini,Sat Feb 27 23:41:29 +0000 2021,"serg_xyz, Darrenlautf, Daryllautk, 0xRainandCoffee, bridge__harris, cosmo_jiang, panekkkk, Shaughnessy119, Yedidbotton, firstc0in, geenty, lmrankhan, j0hnwang, jennyqcheng, 0xMaki, 0xdetweiler, ceterispar1bus, NaytheForceBwU, zacxbt, AustinBarack, TaikiMaeda2, GrantStenger, kapursanat",23,https://x.com/i/user/1365809270034477069
210574084,JSON,Sun Oct 31 19:26:21 +0000 2010,"serg_xyz, KyleSamani, janehk, robbiepetersen_, Shaughnessy119, j0hnwang, sjdedic, jonathankingvc, Sh_ivam, 0xMaki, HoolieG, sjrosenblum, gakonst, MariaShen, mattyryze, roybitsir, delitzer, tomhschmidt",18,https://x.com/i/user/210574084
1833946076,Neil,Sun Sep 08 20:09:56 +0000 2013,"serg_xyz, KyleSamani, OmniscientAsian, Darrenlautf, ishanee_, janehk, Daryllautk, YeouJie, pet3rpan_, BigBrainKasey, Yedidbotton, j0hnwang, CryptoSources, jennyqcheng, sjrosenblum, ceterispar1bus, n4motto, alexgedevani, tomhschmidt",19,https://x.com/i/user/1833946076
160707729,Max Branzburg,Mon Jun 28 22:57:03 +0000 2010,"serg_xyz, KyleSamani, NTmoney, janehk, masonnystrom, tkstanczak, geenty, j0hnwang, sjdedic, jonathankingvc, 0xMaki, HoolieG, sjrosenblum, yekiM_o, mattyryze, roybitsir, delitzer, tomhschmidt",18,https://x.com/i/user/160707729
1484922694651060235,alexander,Sat Jan 22 16:17:05 +0000 2022,"serg_xyz, 0xRaghav, Darrenlautf, 0xWenMoon, Daryllautk, masonnystrom, andyisnotandy, pet3rpan_, cosmo_jiang, OuroborosCap8, notnotstorm, jonathankingvc, 0xMaki, HoolieG, yekiM_o, MariaShen, mattyryze, AustinBarack, 0xbilly",19,https://x.com/i/user/1484922694651060235
2918936647,Tulip King (bull arc) 🌷,Thu Dec 04 18:38:57 +0000 2014,"serg_xyz, 0xRaghav, KyleSamani, Darrenlautf, kidponga, masonnystrom, andyisnotandy, benlakoff, eclecticcapital, Shaughnessy119, tkstanczak, notnotstorm, j0hnwang, krybharat, cooper_kunz, 0xMaki, 0xdetweiler, 0xChanglu, alexgedevani, NaytheForceBwU, MariaShen, mattyryze, zacxbt, AustinBarack, TaikiMaeda2",25,https://x.com/i/user/2918936647
400970023,Vladimir Novakovski,Sat Oct 29 21:11:38 +0000 2011,"serg_xyz, QwQiao, KyleSamani, grisacerne, 0xWenMoon, ishanee_, benlakoff, bridge__harris, tkstanczak, lmrankhan, notnotstorm, j0hnwang, krybharat, jonathankingvc, Sh_ivam, 0xdetweiler, zacxbt, TaikiMaeda2, delitzer, GrantStenger, tomhschmidt, kapursanat",22,https://x.com/i/user/400970023
1604942990417580032,Lighter,Mon Dec 19 20:53:42 +0000 2022,"serg_xyz, 0xRaghav, 0xWenMoon, kidponga, bridge__harris, Shaughnessy119, tkstanczak, geenty, lmrankhan, j0hnwang, krybharat, AjeetK, jonathankingvc, jennyqcheng, Sh_ivam, 0xdetweiler, yekiM_o, 0xChanglu, zacxbt, AustinBarack, roybitsir, TaikiMaeda2, GrantStenger, tomhschmidt",24,https://x.com/i/user/1604942990417580032
19651231,Simon Taylor,Wed Jan 28 13:29:43 +0000 2009,"serg_xyz, 0xRaghav, QwQiao, KyleSamani, stutireal, janehk, reganbozman, benlakoff, bridge__harris, panekkkk, robbiepetersen_, amanda0x, j0hnwang, jennyqcheng, samoyedali, caitlinxyz, gakonst, MariaShen, mattyryze, zacxbt, delitzer",21,https://x.com/i/user/19651231
228138115,Ben O'Neill,Sat Dec 18 20:54:05 +0000 2010,"serg_xyz, QwQiao, KyleSamani, NTmoney, Darrenlautf, janehk, masonnystrom, benlakoff, panekkkk, Shaughnessy119, lmrankhan, j0hnwang, jonathankingvc, 0xMaki, sjrosenblum, samoyedali, gakonst, NaytheForceBwU, jnwng, mattyryze, delitzer, kapursanat",22,https://x.com/i/user/228138115
