id,name,register_date,followed_by,followers_count
1126018087,tom 🐵,Sun Jan 27 19:36:30 +0000 2013,"KyleSamani, OmniscientAsian, Darrenlautf, 0xminion, janehk, Daryllautk, sandraaleow, YeouJie, j0hnwang, 0xMaki, sjrosenblum, 0xChanglu, gakonst, alexgedevani, jnwng, thetinaverse, mattyryze, AustinBarack, roybitsir, kapursanat",20
866379494319378439,Cem | Sovereign,Sun May 21 19:45:42 +0000 2017,"KyleSamani, janehk, 0xRainandCoffee, masonnystrom, Louissongyz, eclecticcapital, panekkkk, Shaughnessy119, tkstanczak, j0hnwang, _weidai, lapgandhi, Sh_ivam, 0xMaki, sjrosenblum, ceterispar1bus, n4motto, mattyryze, kapursanat, 0xbilly",20
1382682373368713224,Neon Labs,Thu Apr 15 13:09:20 +0000 2021,"KyleSamani, Darrenlautf, 0xminion, janehk, AliceL991, j0hnwang, CryptoSources, jonathankingvc, lapgandhi, 0xMaki, ceterispar1bus, gakonst, alexgedevani, jnwng, MariaShen, mattyryze, zacxbt, AustinBarack, roybitsir",19
1153167226729406465,Rook,Mon Jul 22 04:57:46 +0000 2019,"KyleSamani, Darrenlautf, kidponga, janehk, andyisnotandy, eclecticcapital, lmrankhan, j0hnwang, ncerovac, jonathankingvc, lapgandhi, Sh_ivam, ceterispar1bus, alexgedevani, NaytheForceBwU, mattyryze, AustinBarack, roybitsir, 0xbilly",19
15858184,Trev🙃r,Fri Aug 15 01:14:05 +0000 2008,"KyleSamani, 0xminion, janehk, andyisnotandy, benlakoff, pet3rpan_, j0hnwang, ncerovac, sjrosenblum, yekiM_o, caitlinxyz, alexgedevani, MariaShen, mattyryze, zacxbt, AustinBarack, roybitsir, tomhschmidt, 0xbilly",19
1315718962093658118,DELV ᛋ,Mon Oct 12 18:20:34 +0000 2020,"KyleSamani, OmniscientAsian, Darrenlautf, 0xWenMoon, 0xminion, janehk, Daryllautk, sandraaleow, Louissongyz, geenty, j0hnwang, ncerovac, 0xMaki, ceterispar1bus, samoyedali, mattyryze, roybitsir, TaikiMaeda2, 0xbilly",19
1232540254457847808,Foundation 🌐,Wed Feb 26 05:37:57 +0000 2020,"KyleSamani, 0xminion, janehk, sandraaleow, andyisnotandy, bridge__harris, eclecticcapital, panekkkk, j0hnwang, krybharat, ncerovac, HoolieG, alexgedevani, MariaShen, mattyryze, AustinBarack, roybitsir, tomhschmidt, 0xbilly",19
1201627105085329411,Recall,Mon Dec 02 22:20:15 +0000 2019,"KyleSamani, 0xminion, janehk, reganbozman, andyisnotandy, AliceL991, j0hnwang, ncerovac, 0xMaki, yekiM_o, samoyedali, alexgedevani, mattyryze, zacxbt, AustinBarack, roybitsir, gregohr12, kapursanat, 0xbilly",19
384144651,cuban 🍂,Mon Oct 03 04:35:49 +0000 2011,"KyleSamani, OmniscientAsian, Darrenlautf, 0xminion, ishanee_, Daryllautk, YeouJie, andyisnotandy, OuroborosCap8, geenty, lmrankhan, j0hnwang, 0xMaki, 0xdetweiler, alexgedevani, MariaShen, mattyryze, tomhschmidt, 0xbilly",19
5731752,Wil Barnes,Thu May 03 05:23:31 +0000 2007,"KyleSamani, OmniscientAsian, Darrenlautf, 0xminion, janehk, sandraaleow, YeouJie, panekkkk, geenty, j0hnwang, 0xMaki, ceterispar1bus, n4motto, gakonst, MariaShen, mattyryze, AustinBarack, kapursanat, 0xbilly",19
